std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.014169 0.014162 0.014264 0.014120 0.014269 
0.014229 0.014183 0.014300 0.014181 0.014334 
0.014261 0.014204 0.014307 0.014190 0.014386 
0.014274 0.014240 0.014348 0.014198 0.014401 
0.014286 0.014262 0.014350 0.014222 0.014407 
0.014289 0.014262 0.014351 0.014238 0.014407 
0.014297 0.014268 0.014353 0.014242 0.014415 
0.014298 0.014290 0.014354 0.014244 0.014421 
0.014304 0.014294 0.014357 0.014244 0.014434 
0.014311 0.014295 0.014368 0.014245 0.014446 
0.014319 0.014295 0.014372 0.014252 0.014454 
0.014320 0.014308 0.014375 0.014261 0.014455 
0.014326 0.014314 0.014388 0.014261 0.014456 
0.014328 0.014314 0.014398 0.014264 0.014461 
0.014329 0.014315 0.014402 0.014267 0.014465 
0.014330 0.014316 0.014405 0.014268 0.014465 
0.014330 0.014318 0.014408 0.014272 0.014467 
0.014331 0.014318 0.014417 0.014273 0.014473 
0.014341 0.014319 0.014421 0.014273 0.014476 
0.014343 0.014321 0.014422 0.014274 0.014477 
0.014345 0.014321 0.014425 0.014274 0.014483 
0.014349 0.014323 0.014427 0.014276 0.014484 
0.014350 0.014325 0.014428 0.014277 0.014484 
0.014358 0.014330 0.014429 0.014278 0.014490 
0.014359 0.014333 0.014432 0.014279 0.014494 
0.014361 0.014333 0.014434 0.014280 0.014495 
0.014363 0.014335 0.014434 0.014282 0.014495 
0.014367 0.014336 0.014439 0.014285 0.014497 
0.014369 0.014337 0.014442 0.014289 0.014499 
0.014371 0.014348 0.014443 0.014290 0.014499 
0.014371 0.014348 0.014446 0.014291 0.014502 
0.014375 0.014351 0.014449 0.014291 0.014504 
0.014377 0.014352 0.014449 0.014291 0.014507 
0.014377 0.014355 0.014457 0.014297 0.014511 
0.014378 0.014357 0.014463 0.014301 0.014511 
0.014379 0.014364 0.014464 0.014301 0.014514 
0.014379 0.014364 0.014465 0.014304 0.014514 
0.014386 0.014373 0.014469 0.014306 0.014514 
0.014389 0.014377 0.014472 0.014306 0.014517 
0.014394 0.014378 0.014474 0.014307 0.014524 
0.014394 0.014383 0.014474 0.014313 0.014524 
0.014398 0.014404 0.014477 0.014317 0.014526 
0.014399 0.014411 0.014477 0.014318 0.014527 
0.014400 0.014411 0.014480 0.014325 0.014530 
0.014400 0.014413 0.014483 0.014326 0.014530 
0.014401 0.014419 0.014483 0.014326 0.014531 
0.014402 0.014433 0.014484 0.014331 0.014531 
0.014405 0.014434 0.014489 0.014332 0.014531 
0.014406 0.014435 0.014489 0.014334 0.014531 
0.014408 0.014451 0.014491 0.014337 0.014533 
0.014408 0.014452 0.014491 0.014339 0.014536 
0.014418 0.014453 0.014492 0.014344 0.014536 
0.014421 0.014457 0.014493 0.014345 0.014537 
0.014425 0.014459 0.014499 0.014348 0.014541 
0.014428 0.014459 0.014500 0.014349 0.014542 
0.014437 0.014464 0.014502 0.014351 0.014544 
0.014444 0.014464 0.014503 0.014352 0.014546 
0.014452 0.014464 0.014504 0.014353 0.014550 
0.014460 0.014466 0.014504 0.014353 0.014551 
0.014461 0.014467 0.014506 0.014363 0.014554 
0.014461 0.014468 0.014510 0.014363 0.014555 
0.014464 0.014469 0.014512 0.014372 0.014557 
0.014466 0.014521 0.014515 0.014374 0.014558 
0.014474 0.014570 0.014518 0.014383 0.014558 
0.014477 0.014592 0.014525 0.014386 0.014559 
0.014478 0.014608 0.014529 0.014390 0.014566 
0.014481 0.014629 0.014530 0.014393 0.014574 
0.014489 0.014633 0.014534 0.014396 0.014577 
0.014490 0.014635 0.014535 0.014402 0.014582 
0.014490 0.014664 0.014535 0.014402 0.014582 
0.014501 0.014668 0.014535 0.014403 0.014589 
0.014501 0.014672 0.014537 0.014407 0.014590 
0.014504 0.014688 0.014538 0.014411 0.014591 
0.014507 0.014719 0.014541 0.014427 0.014594 
0.014513 0.014733 0.014542 0.014427 0.014594 
0.014514 0.014739 0.014545 0.014428 0.014596 
0.014515 0.014763 0.014548 0.014429 0.014600 
0.014518 0.014763 0.014561 0.014433 0.014603 
0.014520 0.014769 0.014574 0.014440 0.014604 
0.014525 0.014782 0.014580 0.014442 0.014621 
0.014548 0.014792 0.014582 0.014445 0.014625 
0.014560 0.014805 0.014588 0.014450 0.014630 
0.014569 0.014828 0.014599 0.014456 0.014639 
0.014578 0.014836 0.014608 0.014463 0.014641 
0.014591 0.014848 0.014618 0.014468 0.014662 
0.014592 0.014866 0.014621 0.014473 0.014665 
0.014607 0.014881 0.014626 0.014473 0.014665 
0.014616 0.014882 0.014650 0.014485 0.014667 
0.014645 0.014901 0.014673 0.014499 0.014673 
0.014649 0.014905 0.014676 0.014511 0.014679 
0.014653 0.014932 0.014687 0.014512 0.014682 
0.014660 0.014934 0.014693 0.014516 0.014716 
0.014700 0.014951 0.014736 0.014533 0.014749 
0.014710 0.014984 0.014738 0.014534 0.014762 
0.014884 0.014987 0.014755 0.014538 0.014765 
0.014952 0.015006 0.014767 0.014617 0.014787 
0.014958 0.015007 0.014821 0.014620 0.014814 
0.014996 0.015051 0.014860 0.014623 0.014816 
0.015114 0.015055 0.014926 0.014631 0.014839 
0.023683 0.015366 0.016077 0.015663 0.015592 

