std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.008767 0.008225 0.008150 0.008355 0.008905 
0.008774 0.008226 0.008151 0.008356 0.008907 
0.008781 0.008226 0.008153 0.008359 0.008909 
0.008782 0.008226 0.008154 0.008360 0.008914 
0.008782 0.008227 0.008155 0.008361 0.008916 
0.008784 0.008228 0.008155 0.008363 0.008916 
0.008784 0.008231 0.008156 0.008366 0.008917 
0.008787 0.008232 0.008157 0.008372 0.008926 
0.008787 0.008232 0.008158 0.008374 0.008929 
0.008787 0.008232 0.008158 0.008377 0.008930 
0.008787 0.008237 0.008167 0.008379 0.008931 
0.008787 0.008237 0.008167 0.008380 0.008931 
0.008788 0.008238 0.008167 0.008380 0.008937 
0.008789 0.008239 0.008170 0.008381 0.008938 
0.008790 0.008242 0.008170 0.008382 0.008940 
0.008791 0.008243 0.008171 0.008383 0.008940 
0.008793 0.008243 0.008172 0.008384 0.008941 
0.008794 0.008245 0.008173 0.008386 0.008942 
0.008796 0.008246 0.008175 0.008387 0.008947 
0.008800 0.008247 0.008175 0.008390 0.008947 
0.008800 0.008248 0.008175 0.008390 0.008948 
0.008800 0.008249 0.008185 0.008393 0.008952 
0.008804 0.008250 0.008186 0.008394 0.008952 
0.008808 0.008251 0.008186 0.008396 0.008961 
0.008809 0.008251 0.008198 0.008397 0.008961 
0.008809 0.008251 0.008203 0.008397 0.008962 
0.008810 0.008251 0.008206 0.008401 0.008963 
0.008813 0.008252 0.008210 0.008404 0.008963 
0.008813 0.008252 0.008216 0.008411 0.008964 
0.008821 0.008252 0.008217 0.008413 0.008971 
0.008822 0.008254 0.008219 0.008424 0.008972 
0.008824 0.008255 0.008225 0.008432 0.008979 
0.008826 0.008255 0.008229 0.008432 0.008979 
0.008826 0.008258 0.008229 0.008432 0.008981 
0.008830 0.008261 0.008234 0.008433 0.008983 
0.008830 0.008262 0.008241 0.008438 0.008988 
0.008831 0.008266 0.008243 0.008442 0.008991 
0.008834 0.008269 0.008252 0.008446 0.008992 
0.008835 0.008270 0.008257 0.008451 0.008994 
0.008838 0.008273 0.008259 0.008451 0.008995 
0.008841 0.008277 0.008261 0.008452 0.008995 
0.008841 0.008280 0.008269 0.008456 0.008998 
0.008842 0.008283 0.008280 0.008457 0.009000 
0.008843 0.008284 0.008310 0.008459 0.009003 
0.008845 0.008287 0.008313 0.008464 0.009005 
0.008845 0.008290 0.008315 0.008465 0.009012 
0.008848 0.008292 0.008317 0.008466 0.009014 
0.008849 0.008294 0.008317 0.008475 0.009015 
0.008853 0.008295 0.008345 0.008478 0.009016 
0.008854 0.008300 0.008349 0.008479 0.009022 
0.008854 0.008302 0.008356 0.008479 0.009030 
0.008857 0.008303 0.008357 0.008497 0.009031 
0.008859 0.008308 0.008364 0.008500 0.009033 
0.008859 0.008309 0.008366 0.008500 0.009049 
0.008861 0.008309 0.008388 0.008507 0.009051 
0.008861 0.008310 0.008394 0.008507 0.009059 
0.008862 0.008312 0.008399 0.008508 0.009061 
0.008863 0.008313 0.008401 0.008511 0.009068 
0.008863 0.008317 0.008406 0.008513 0.009072 
0.008871 0.008317 0.008437 0.008513 0.009072 
0.008873 0.008318 0.008438 0.008514 0.009085 
0.008878 0.008321 0.008438 0.008518 0.009086 
0.008878 0.008322 0.008448 0.008519 0.009093 
0.008888 0.008327 0.008462 0.008523 0.009099 
0.008889 0.008327 0.008485 0.008530 0.009108 
0.008890 0.008327 0.008490 0.008531 0.009110 
0.008895 0.008328 0.008491 0.008531 0.009113 
0.008907 0.008329 0.008493 0.008531 0.009113 
0.008908 0.008332 0.008511 0.008532 0.009118 
0.008913 0.008337 0.008518 0.008535 0.009129 
0.008914 0.008337 0.008529 0.008536 0.009130 
0.008914 0.008349 0.008533 0.008537 0.009133 
0.008916 0.008352 0.008543 0.008537 0.009140 
0.008925 0.008354 0.008552 0.008539 0.009143 
0.008926 0.008361 0.008564 0.008548 0.009147 
0.008928 0.008362 0.008565 0.008552 0.009153 
0.008934 0.008364 0.008567 0.008561 0.009153 
0.008944 0.008371 0.008572 0.008566 0.009157 
0.008946 0.008377 0.008572 0.008570 0.009160 
0.008951 0.008381 0.008591 0.008576 0.009166 
0.008953 0.008392 0.008600 0.008577 0.009171 
0.008964 0.008402 0.008745 0.008578 0.009179 
0.008965 0.008403 0.008809 0.008579 0.009191 
0.008973 0.008407 0.008825 0.008587 0.009197 
0.008983 0.008426 0.008930 0.008596 0.009200 
0.008984 0.008429 0.008946 0.008601 0.009203 
0.009012 0.008438 0.008992 0.008603 0.009205 
0.009029 0.008450 0.009077 0.008629 0.009220 
0.009038 0.008451 0.009085 0.008635 0.009227 
0.009043 0.008463 0.009120 0.008647 0.009232 
0.009052 0.008489 0.009127 0.008655 0.009236 
0.009092 0.008495 0.009130 0.008672 0.009236 
0.009108 0.008499 0.009169 0.008698 0.009279 
0.009108 0.008508 0.009180 0.008715 0.009280 
0.009115 0.008511 0.009182 0.008719 0.009318 
0.009196 0.008534 0.009224 0.008720 0.009355 
0.009238 0.008550 0.009236 0.008734 0.009370 
0.009406 0.008668 0.009323 0.008804 0.009371 
0.011167 0.008684 0.009410 0.008814 0.009440 
0.015054 0.008704 0.009537 0.009115 0.010371 

