std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.000176 0.000174 0.000174 0.000173 0.000175 
0.000176 0.000175 0.000174 0.000174 0.000176 
0.000177 0.000175 0.000174 0.000174 0.000177 
0.000177 0.000175 0.000174 0.000174 0.000177 
0.000177 0.000175 0.000174 0.000175 0.000177 
0.000177 0.000175 0.000174 0.000175 0.000177 
0.000177 0.000175 0.000174 0.000175 0.000178 
0.000178 0.000175 0.000174 0.000175 0.000178 
0.000183 0.000175 0.000175 0.000175 0.000178 
0.000184 0.000175 0.000175 0.000175 0.000178 
0.000185 0.000175 0.000175 0.000175 0.000178 
0.000185 0.000175 0.000175 0.000175 0.000178 
0.000187 0.000175 0.000175 0.000175 0.000178 
0.000194 0.000175 0.000175 0.000175 0.000178 
0.000194 0.000175 0.000175 0.000175 0.000178 
0.000197 0.000175 0.000175 0.000175 0.000178 
0.000198 0.000175 0.000175 0.000175 0.000178 
0.000232 0.000175 0.000175 0.000176 0.000178 
0.000233 0.000175 0.000175 0.000176 0.000178 
0.000233 0.000176 0.000175 0.000176 0.000178 
0.000233 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000175 0.000176 0.000178 
0.000234 0.000176 0.000176 0.000176 0.000178 
0.000234 0.000176 0.000176 0.000176 0.000178 
0.000234 0.000176 0.000176 0.000176 0.000178 
0.000235 0.000176 0.000176 0.000176 0.000178 
0.000235 0.000176 0.000176 0.000176 0.000179 
0.000235 0.000176 0.000176 0.000176 0.000179 
0.000235 0.000176 0.000176 0.000176 0.000179 
0.000235 0.000176 0.000176 0.000176 0.000179 
0.000235 0.000176 0.000176 0.000176 0.000179 
0.000235 0.000176 0.000176 0.000176 0.000179 
0.000235 0.000176 0.000176 0.000176 0.000179 
0.000235 0.000177 0.000176 0.000176 0.000179 
0.000236 0.000177 0.000176 0.000176 0.000179 
0.000236 0.000177 0.000176 0.000176 0.000179 
0.000236 0.000177 0.000176 0.000176 0.000179 
0.000236 0.000177 0.000176 0.000176 0.000179 
0.000236 0.000177 0.000176 0.000176 0.000179 
0.000237 0.000177 0.000176 0.000176 0.000179 
0.000237 0.000177 0.000176 0.000176 0.000179 
0.000239 0.000177 0.000176 0.000176 0.000179 
0.000240 0.000177 0.000176 0.000176 0.000179 
0.000244 0.000177 0.000176 0.000176 0.000179 
0.000250 0.000177 0.000176 0.000177 0.000179 
0.000251 0.000177 0.000176 0.000177 0.000179 
0.000251 0.000178 0.000176 0.000177 0.000179 
0.000251 0.000178 0.000176 0.000177 0.000179 
0.000251 0.000178 0.000177 0.000177 0.000179 
0.000251 0.000178 0.000177 0.000177 0.000179 
0.000252 0.000180 0.000177 0.000177 0.000179 
0.000252 0.000180 0.000177 0.000177 0.000179 
0.000253 0.000182 0.000177 0.000177 0.000179 
0.000254 0.000183 0.000177 0.000177 0.000179 
0.000257 0.000183 0.000177 0.000177 0.000179 
0.000263 0.000183 0.000178 0.000177 0.000180 
0.000266 0.000183 0.000179 0.000177 0.000180 
0.000278 0.000183 0.000180 0.000177 0.000180 
0.000290 0.000184 0.000181 0.000177 0.000180 
0.000323 0.000184 0.000182 0.000177 0.000180 
0.000328 0.000184 0.000182 0.000177 0.000180 
0.000330 0.000184 0.000183 0.000177 0.000180 
0.000331 0.000184 0.000183 0.000177 0.000180 
0.000332 0.000184 0.000184 0.000177 0.000180 
0.000332 0.000184 0.000184 0.000178 0.000181 
0.000332 0.000184 0.000184 0.000178 0.000183 
0.000332 0.000184 0.000184 0.000178 0.000183 
0.000332 0.000184 0.000184 0.000178 0.000185 
0.000332 0.000185 0.000184 0.000178 0.000185 
0.000332 0.000185 0.000184 0.000179 0.000185 
0.000332 0.000185 0.000185 0.000179 0.000186 
0.000332 0.000185 0.000185 0.000179 0.000186 
0.000332 0.000185 0.000185 0.000180 0.000186 
0.000332 0.000185 0.000185 0.000180 0.000186 
0.000333 0.000189 0.000186 0.000180 0.000187 
0.000333 0.000190 0.000188 0.000180 0.000187 
0.000334 0.000191 0.000188 0.000181 0.000188 
0.000334 0.000192 0.000190 0.000185 0.000188 
0.000335 0.000193 0.000193 0.000185 0.000191 
0.000336 0.000193 0.000194 0.000185 0.000191 
0.000336 0.000195 0.000194 0.000189 0.000194 
0.000336 0.000196 0.000194 0.000191 0.000195 
0.000337 0.000200 0.000194 0.000191 0.000196 
0.000340 0.000200 0.000194 0.000193 0.000197 
0.000342 0.000207 0.000200 0.000194 0.000202 
0.000343 0.000211 0.000200 0.000200 0.000203 
0.000359 0.000228 0.000213 0.000210 0.000203 
0.000404 0.000250 0.000216 0.000214 0.000214 
0.000445 0.000366 0.000220 0.000217 0.000223 
0.000479 0.000374 0.000360 0.000351 0.000349 
0.000791 0.000391 0.000364 0.000351 0.000367 

