std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.017843 0.017708 0.017781 0.017778 0.018024 
0.017851 0.017715 0.017808 0.017779 0.018029 
0.017862 0.017718 0.017823 0.017784 0.018031 
0.017872 0.017729 0.017831 0.017786 0.018032 
0.017878 0.017753 0.017836 0.017789 0.018033 
0.017888 0.017754 0.017837 0.017790 0.018034 
0.017888 0.017762 0.017842 0.017792 0.018037 
0.017895 0.017772 0.017845 0.017796 0.018041 
0.017900 0.017775 0.017850 0.017796 0.018049 
0.017907 0.017778 0.017865 0.017800 0.018050 
0.017909 0.017778 0.017872 0.017814 0.018060 
0.017916 0.017785 0.017876 0.017831 0.018062 
0.017921 0.017793 0.017878 0.017831 0.018063 
0.017928 0.017797 0.017882 0.017832 0.018063 
0.017936 0.017804 0.017884 0.017832 0.018067 
0.017937 0.017811 0.017889 0.017837 0.018073 
0.017939 0.017811 0.017893 0.017839 0.018075 
0.017939 0.017813 0.017896 0.017844 0.018077 
0.017942 0.017815 0.017909 0.017845 0.018078 
0.017945 0.017816 0.017923 0.017849 0.018085 
0.017945 0.017823 0.017929 0.017852 0.018086 
0.017954 0.017846 0.017937 0.017853 0.018089 
0.017961 0.017849 0.017939 0.017859 0.018094 
0.017966 0.017851 0.017944 0.017861 0.018096 
0.017969 0.017852 0.017956 0.017861 0.018099 
0.017971 0.017856 0.017958 0.017863 0.018106 
0.017976 0.017875 0.017965 0.017864 0.018116 
0.017977 0.017878 0.017967 0.017870 0.018117 
0.017980 0.017881 0.017967 0.017874 0.018119 
0.017981 0.017882 0.017970 0.017875 0.018120 
0.017991 0.017891 0.017973 0.017879 0.018129 
0.018002 0.017892 0.017975 0.017882 0.018136 
0.018007 0.017893 0.017975 0.017884 0.018139 
0.018008 0.017895 0.017983 0.017888 0.018142 
0.018008 0.017896 0.017984 0.017890 0.018143 
0.018008 0.017901 0.017984 0.017895 0.018147 
0.018011 0.017903 0.017986 0.017896 0.018155 
0.018014 0.017905 0.017986 0.017898 0.018156 
0.018031 0.017908 0.017989 0.017900 0.018160 
0.018032 0.017909 0.017997 0.017900 0.018164 
0.018034 0.017910 0.018000 0.017909 0.018166 
0.018039 0.017922 0.018002 0.017914 0.018167 
0.018040 0.017923 0.018010 0.017915 0.018173 
0.018046 0.017924 0.018014 0.017915 0.018181 
0.018066 0.017937 0.018027 0.017925 0.018182 
0.018068 0.017944 0.018027 0.017927 0.018185 
0.018071 0.017946 0.018028 0.017932 0.018186 
0.018071 0.017947 0.018030 0.017937 0.018193 
0.018074 0.017954 0.018039 0.017941 0.018195 
0.018078 0.017960 0.018040 0.017942 0.018201 
0.018078 0.017964 0.018043 0.017943 0.018204 
0.018090 0.017966 0.018044 0.017944 0.018207 
0.018096 0.017967 0.018046 0.017945 0.018210 
0.018102 0.017969 0.018050 0.017949 0.018212 
0.018102 0.017972 0.018053 0.017953 0.018215 
0.018103 0.017974 0.018062 0.017955 0.018218 
0.018104 0.017978 0.018069 0.017967 0.018220 
0.018106 0.017980 0.018071 0.017968 0.018221 
0.018111 0.017983 0.018074 0.017968 0.018226 
0.018114 0.017986 0.018074 0.017969 0.018234 
0.018115 0.017993 0.018075 0.017970 0.018244 
0.018118 0.017994 0.018075 0.017979 0.018245 
0.018121 0.017999 0.018076 0.017992 0.018245 
0.018124 0.018033 0.018081 0.017993 0.018248 
0.018130 0.018033 0.018083 0.017997 0.018249 
0.018135 0.018041 0.018086 0.018000 0.018251 
0.018137 0.018042 0.018094 0.018003 0.018271 
0.018145 0.018048 0.018095 0.018006 0.018273 
0.018154 0.018048 0.018098 0.018011 0.018273 
0.018155 0.018050 0.018101 0.018011 0.018282 
0.018169 0.018057 0.018114 0.018013 0.018282 
0.018174 0.018072 0.018115 0.018024 0.018283 
0.018176 0.018084 0.018122 0.018035 0.018289 
0.018190 0.018121 0.018151 0.018037 0.018290 
0.018190 0.018138 0.018153 0.018038 0.018298 
0.018225 0.018142 0.018181 0.018040 0.018303 
0.018272 0.018143 0.018181 0.018054 0.018305 
0.018304 0.018163 0.018183 0.018078 0.018310 
0.018329 0.018164 0.018212 0.018081 0.018315 
0.018332 0.018174 0.018222 0.018090 0.018315 
0.018352 0.018183 0.018243 0.018091 0.018318 
0.018377 0.018188 0.018252 0.018095 0.018327 
0.018389 0.018191 0.018263 0.018101 0.018328 
0.018397 0.018234 0.018270 0.018106 0.018330 
0.018416 0.018263 0.018296 0.018111 0.018333 
0.018417 0.018279 0.018304 0.018113 0.018339 
0.018442 0.018285 0.018307 0.018115 0.018347 
0.018457 0.018337 0.018310 0.018121 0.018359 
0.018538 0.018352 0.018311 0.018127 0.018366 
0.018565 0.018405 0.018319 0.018127 0.018381 
0.018614 0.018427 0.018324 0.018128 0.018381 
0.018620 0.018447 0.018404 0.018139 0.018383 
0.018620 0.018451 0.018422 0.018139 0.018384 
0.018639 0.018453 0.018466 0.018144 0.018396 
0.018723 0.018484 0.018507 0.018157 0.018397 
0.018804 0.018509 0.018523 0.018162 0.018408 
0.018825 0.018525 0.018597 0.018174 0.018447 
0.018871 0.018530 0.018633 0.018204 0.018492 
0.018900 0.018543 0.018724 0.018207 0.018512 
0.031119 0.018553 0.018789 0.018355 0.018543 

