std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.139186 0.139246 0.140261 0.140479 0.140494 
0.139246 0.139351 0.140275 0.140520 0.140585 
0.139339 0.139377 0.140317 0.140520 0.140630 
0.139473 0.139445 0.140323 0.140534 0.140631 
0.139480 0.139455 0.140364 0.140725 0.140656 
0.139490 0.139463 0.140364 0.140740 0.140662 
0.139490 0.139484 0.140369 0.140760 0.140699 
0.139492 0.139513 0.140418 0.140762 0.140726 
0.139504 0.139554 0.140434 0.140790 0.140732 
0.139558 0.139563 0.140437 0.140792 0.140778 
0.139592 0.139594 0.140438 0.140819 0.140785 
0.139595 0.139612 0.140491 0.140834 0.140795 
0.139613 0.139638 0.140506 0.140840 0.140805 
0.139618 0.139641 0.140531 0.140850 0.140844 
0.139622 0.139667 0.140540 0.140851 0.140867 
0.139645 0.139686 0.140544 0.140857 0.140875 
0.139686 0.139720 0.140545 0.140860 0.140877 
0.139715 0.139732 0.140548 0.140863 0.140884 
0.139722 0.139747 0.140548 0.140867 0.140896 
0.139741 0.139758 0.140557 0.140868 0.140904 
0.139758 0.139762 0.140578 0.140902 0.140924 
0.139759 0.139767 0.140616 0.140913 0.140941 
0.139781 0.139768 0.140638 0.140931 0.140953 
0.139789 0.139778 0.140647 0.140938 0.140973 
0.139797 0.139781 0.140665 0.140951 0.140978 
0.139801 0.139796 0.140677 0.140956 0.140995 
0.139819 0.139813 0.140681 0.140960 0.141005 
0.139837 0.139816 0.140727 0.140964 0.141010 
0.139839 0.139824 0.140734 0.140975 0.141011 
0.139852 0.139829 0.140738 0.141005 0.141028 
0.139860 0.139838 0.140752 0.141005 0.141049 
0.139863 0.139843 0.140754 0.141014 0.141066 
0.139879 0.139844 0.140758 0.141025 0.141077 
0.139927 0.139849 0.140774 0.141035 0.141083 
0.139936 0.139860 0.140778 0.141058 0.141095 
0.139941 0.139862 0.140790 0.141060 0.141127 
0.139947 0.139862 0.140790 0.141093 0.141136 
0.139948 0.139868 0.140801 0.141095 0.141139 
0.139952 0.139881 0.140808 0.141095 0.141142 
0.139958 0.139884 0.140808 0.141098 0.141151 
0.139961 0.139887 0.140810 0.141116 0.141156 
0.139974 0.139891 0.140827 0.141118 0.141157 
0.139983 0.139898 0.140832 0.141121 0.141165 
0.140032 0.139916 0.140836 0.141138 0.141222 
0.140035 0.139926 0.140847 0.141141 0.141222 
0.140059 0.139931 0.140849 0.141145 0.141232 
0.140063 0.139931 0.140854 0.141145 0.141243 
0.140066 0.139932 0.140867 0.141149 0.141291 
0.140150 0.139940 0.140883 0.141165 0.141293 
0.140155 0.139948 0.140889 0.141187 0.141303 
0.140161 0.139953 0.140897 0.141200 0.141305 
0.140202 0.139978 0.140913 0.141212 0.141306 
0.140211 0.139981 0.140914 0.141216 0.141310 
0.140228 0.139987 0.140914 0.141220 0.141326 
0.140243 0.139998 0.140917 0.141240 0.141340 
0.140304 0.140008 0.140925 0.141273 0.141374 
0.140305 0.140011 0.140931 0.141319 0.141377 
0.140316 0.140018 0.140947 0.141320 0.141405 
0.140358 0.140025 0.140955 0.141408 0.141414 
0.140371 0.140027 0.140975 0.141446 0.141430 
0.140405 0.140045 0.140983 0.141523 0.141482 
0.140462 0.140048 0.141075 0.141534 0.141502 
0.140463 0.140068 0.141076 0.141538 0.141511 
0.140465 0.140074 0.141100 0.141569 0.141528 
0.140498 0.140074 0.141114 0.141678 0.141528 
0.140547 0.140076 0.141139 0.141736 0.141536 
0.140585 0.140087 0.141214 0.141789 0.141544 
0.140620 0.140089 0.141218 0.141804 0.141553 
0.140630 0.140098 0.141222 0.141828 0.141604 
0.140711 0.140109 0.141222 0.141846 0.141627 
0.140734 0.140114 0.141236 0.142014 0.141721 
0.140924 0.140115 0.141264 0.142025 0.141899 
0.141038 0.140119 0.141284 0.142121 0.141923 
0.141146 0.140122 0.141299 0.142261 0.141960 
0.141188 0.140123 0.141307 0.142290 0.141995 
0.141404 0.140125 0.141312 0.142424 0.142102 
0.141644 0.140145 0.141325 0.142460 0.142135 
0.141766 0.140159 0.141343 0.142464 0.142325 
0.141784 0.140195 0.141349 0.142470 0.142787 
0.141858 0.140211 0.141357 0.142481 0.142865 
0.141997 0.140219 0.141367 0.142502 0.142929 
0.142113 0.140243 0.141374 0.142509 0.143075 
0.142343 0.140246 0.141407 0.142510 0.143182 
0.142484 0.140255 0.141408 0.142512 0.143220 
0.143600 0.140274 0.141411 0.142593 0.143282 
0.143650 0.140293 0.141436 0.142601 0.143753 
0.143880 0.140303 0.141477 0.142840 0.143771 
0.143907 0.140312 0.141557 0.142860 0.144371 
0.144292 0.140338 0.141613 0.142989 0.144503 
0.144376 0.140342 0.141777 0.143075 0.144633 
0.144447 0.140358 0.142044 0.143075 0.144658 
0.144493 0.140410 0.142679 0.143129 0.144955 
0.144707 0.140425 0.143046 0.143162 0.145036 
0.144809 0.140584 0.143188 0.143258 0.145369 
0.144845 0.140672 0.143925 0.143262 0.145608 
0.144937 0.140812 0.145126 0.143266 0.145712 
0.145134 0.140873 0.145411 0.143435 0.145777 
0.145217 0.141049 0.145603 0.143504 0.145937 
0.145630 0.142289 0.145907 0.143616 0.145977 
0.158933 0.143330 0.146044 0.143762 0.146104 

