std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.035213 0.032880 0.036767 0.034750 0.039427 
0.035216 0.032892 0.036774 0.034814 0.039465 
0.035226 0.032905 0.036782 0.034816 0.039466 
0.035237 0.032929 0.036788 0.034862 0.039484 
0.035273 0.032932 0.036789 0.034865 0.039486 
0.035276 0.032955 0.036790 0.034870 0.039491 
0.035288 0.032974 0.036791 0.034875 0.039502 
0.035301 0.032983 0.036815 0.034888 0.039512 
0.035302 0.033002 0.036818 0.034893 0.039514 
0.035303 0.033025 0.036820 0.034929 0.039519 
0.035313 0.033027 0.036832 0.034936 0.039528 
0.035313 0.033029 0.036840 0.034937 0.039531 
0.035324 0.033033 0.036842 0.034946 0.039577 
0.035326 0.033063 0.036850 0.034947 0.039589 
0.035327 0.033102 0.036859 0.034947 0.039589 
0.035332 0.033151 0.036881 0.034952 0.039600 
0.035337 0.033245 0.036883 0.034953 0.039607 
0.035340 0.033250 0.036891 0.034969 0.039624 
0.035341 0.033253 0.036902 0.034978 0.039628 
0.035350 0.033297 0.036916 0.034987 0.039641 
0.035353 0.033307 0.036942 0.035000 0.039644 
0.035353 0.033420 0.036944 0.035004 0.039644 
0.035354 0.033425 0.036990 0.035006 0.039644 
0.035357 0.033436 0.036994 0.035017 0.039647 
0.035361 0.033443 0.037010 0.035028 0.039654 
0.035369 0.033480 0.037010 0.035031 0.039718 
0.035371 0.033481 0.037051 0.035047 0.039722 
0.035381 0.033491 0.037108 0.035066 0.039754 
0.035382 0.033512 0.037114 0.035073 0.039764 
0.035394 0.033530 0.037217 0.035106 0.039798 
0.035402 0.033531 0.037222 0.035108 0.039815 
0.035408 0.033533 0.037308 0.035110 0.039817 
0.035411 0.033540 0.037318 0.035135 0.039839 
0.035413 0.033542 0.037328 0.035142 0.039882 
0.035419 0.033560 0.037333 0.035160 0.039886 
0.035427 0.033571 0.037348 0.035161 0.039960 
0.035434 0.033585 0.037363 0.035180 0.039964 
0.035436 0.033585 0.037406 0.035187 0.040031 
0.035436 0.033588 0.038036 0.035188 0.040051 
0.035443 0.033604 0.038590 0.035244 0.040103 
0.035444 0.033609 0.038613 0.035251 0.040464 
0.035451 0.033622 0.038631 0.035282 0.040563 
0.035453 0.033625 0.038631 0.035297 0.041302 
0.035458 0.033633 0.038663 0.035399 0.041312 
0.035461 0.033644 0.038682 0.035493 0.041321 
0.035465 0.033649 0.038702 0.035685 0.041327 
0.035466 0.033653 0.038711 0.036072 0.041332 
0.035475 0.033665 0.038715 0.036137 0.041340 
0.035480 0.033676 0.038723 0.036632 0.041364 
0.035482 0.033685 0.038769 0.036681 0.041409 
0.035485 0.033716 0.038785 0.036725 0.041417 
0.035490 0.033735 0.038832 0.036734 0.041420 
0.035498 0.033770 0.038855 0.036763 0.041498 
0.035503 0.033772 0.038857 0.036766 0.041508 
0.035508 0.033772 0.038866 0.036774 0.041515 
0.035514 0.033873 0.038868 0.036779 0.041515 
0.035530 0.033883 0.038897 0.036807 0.041517 
0.035549 0.033933 0.038939 0.036865 0.041533 
0.035564 0.034072 0.038946 0.036866 0.041633 
0.035578 0.034245 0.038950 0.036869 0.041636 
0.035595 0.034302 0.038965 0.036874 0.041747 
0.035613 0.034466 0.038996 0.036874 0.041772 
0.035616 0.034680 0.039337 0.036875 0.041782 
0.035641 0.034723 0.039433 0.036875 0.041820 
0.035644 0.034882 0.039572 0.036880 0.041849 
0.035667 0.035061 0.039703 0.036881 0.041897 
0.035673 0.035123 0.040119 0.036883 0.042019 
0.035676 0.035232 0.040253 0.036885 0.042112 
0.035705 0.035632 0.041077 0.036888 0.042118 
0.035719 0.036193 0.041158 0.036889 0.042338 
0.035733 0.036390 0.041233 0.036893 0.042657 
0.035756 0.036513 0.041233 0.036897 0.042709 
0.035758 0.036578 0.041285 0.036899 0.042788 
0.035786 0.036610 0.041458 0.036900 0.042885 
0.035802 0.036737 0.041592 0.036918 0.042969 
0.035860 0.036820 0.041996 0.036925 0.043260 
0.035884 0.036874 0.042581 0.036940 0.043472 
0.035894 0.036961 0.042684 0.036954 0.043506 
0.035901 0.037025 0.042699 0.036968 0.043623 
0.035943 0.037092 0.042792 0.036972 0.043712 
0.036045 0.037100 0.042832 0.036993 0.043827 
0.036061 0.037180 0.042856 0.036995 0.045125 
0.036179 0.037204 0.042867 0.037018 0.045158 
0.036194 0.037295 0.042875 0.037043 0.045377 
0.036240 0.037325 0.042932 0.037054 0.045446 
0.036332 0.037335 0.043054 0.037061 0.045473 
0.036469 0.037433 0.043066 0.037077 0.045474 
0.036675 0.037442 0.043078 0.037106 0.045673 
0.036796 0.037443 0.043085 0.037155 0.045711 
0.036852 0.037483 0.043110 0.037194 0.045761 
0.037018 0.037824 0.043145 0.037211 0.045806 
0.037093 0.038105 0.043183 0.037223 0.045871 
0.037652 0.038654 0.043195 0.037291 0.045871 
0.038438 0.039105 0.043203 0.038150 0.045876 
0.038574 0.040492 0.043901 0.038828 0.045900 
0.038877 0.041352 0.043947 0.039046 0.045915 
0.039242 0.041430 0.044879 0.039204 0.045954 
0.040545 0.041661 0.047425 0.039909 0.046149 
0.040774 0.042304 0.047819 0.041191 0.050335 
0.042683 0.042908 0.048752 0.041358 0.050556 

