std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.035643 0.033842 0.034082 0.033327 0.035755 
0.035665 0.033893 0.034110 0.033338 0.035788 
0.035670 0.033909 0.034127 0.033387 0.035794 
0.035685 0.033913 0.034151 0.033398 0.035815 
0.035712 0.033945 0.034233 0.033409 0.035821 
0.035721 0.033952 0.034294 0.033417 0.035839 
0.035728 0.033957 0.034322 0.033443 0.035863 
0.035730 0.033959 0.034356 0.033455 0.035935 
0.035731 0.033961 0.034369 0.033461 0.035979 
0.035765 0.033965 0.034380 0.033464 0.035998 
0.035773 0.033990 0.034384 0.033465 0.036104 
0.035807 0.033993 0.034387 0.033487 0.036804 
0.035831 0.033995 0.034393 0.033528 0.036848 
0.035844 0.034002 0.034400 0.033529 0.036852 
0.035876 0.034004 0.034412 0.033538 0.036875 
0.035899 0.034035 0.034428 0.033542 0.036891 
0.035906 0.034035 0.034430 0.033557 0.036902 
0.035907 0.034041 0.034434 0.033575 0.036915 
0.035921 0.034045 0.034442 0.033634 0.036960 
0.035947 0.034053 0.034460 0.033636 0.036995 
0.035950 0.034080 0.034482 0.033651 0.037005 
0.035975 0.034114 0.034487 0.033697 0.037056 
0.035982 0.034115 0.034509 0.033712 0.037059 
0.035996 0.034121 0.034525 0.034039 0.037060 
0.036012 0.034124 0.034566 0.034282 0.037064 
0.036042 0.034132 0.034606 0.034403 0.037079 
0.036047 0.034133 0.034628 0.034560 0.037117 
0.036073 0.034134 0.034733 0.034565 0.037187 
0.036123 0.034141 0.034753 0.034815 0.037446 
0.036253 0.034156 0.034862 0.034988 0.037532 
0.036314 0.034163 0.034894 0.035073 0.037601 
0.036364 0.034168 0.035246 0.035184 0.037643 
0.036623 0.034177 0.035685 0.035221 0.037659 
0.036821 0.034184 0.035699 0.035224 0.037696 
0.036919 0.034188 0.035907 0.035227 0.037703 
0.036943 0.034192 0.036027 0.035234 0.037753 
0.036979 0.034228 0.036087 0.035234 0.037779 
0.037111 0.034248 0.036110 0.035256 0.037820 
0.037290 0.034284 0.036133 0.035270 0.037821 
0.037528 0.034302 0.036157 0.035271 0.037848 
0.037542 0.034303 0.036202 0.035282 0.037866 
0.037619 0.034371 0.036224 0.035297 0.037945 
0.037622 0.034419 0.036267 0.035311 0.037959 
0.037636 0.034422 0.036336 0.035315 0.038089 
0.037676 0.034558 0.036340 0.035381 0.038148 
0.037719 0.034692 0.036347 0.035492 0.038207 
0.037750 0.034730 0.036418 0.035595 0.038579 
0.037798 0.034801 0.036521 0.035693 0.038675 
0.037818 0.034814 0.036539 0.035756 0.038716 
0.037864 0.034828 0.036565 0.035781 0.038929 
0.037907 0.034876 0.036642 0.035837 0.039027 
0.037919 0.034888 0.036725 0.035958 0.039192 
0.037928 0.034919 0.036740 0.035969 0.039590 
0.037940 0.034933 0.037042 0.036108 0.039612 
0.037955 0.034976 0.037275 0.036295 0.039621 
0.037961 0.035000 0.037538 0.036600 0.039621 
0.038013 0.035009 0.037602 0.036629 0.039629 
0.038047 0.035045 0.037619 0.036760 0.039657 
0.038093 0.035115 0.038037 0.036830 0.039682 
0.038136 0.035117 0.038248 0.037258 0.039764 
0.038236 0.035230 0.038280 0.037312 0.039855 
0.038417 0.035319 0.038320 0.037338 0.039983 
0.038508 0.035365 0.038406 0.037358 0.040088 
0.038514 0.035555 0.038767 0.037366 0.040130 
0.038523 0.035890 0.039086 0.037385 0.040134 
0.038557 0.035980 0.039092 0.037527 0.040448 
0.038660 0.036769 0.039104 0.037650 0.040462 
0.038751 0.036803 0.039242 0.039073 0.040470 
0.038992 0.036903 0.039294 0.039098 0.040490 
0.039034 0.036981 0.039409 0.039105 0.040512 
0.039188 0.037161 0.039545 0.039135 0.040529 
0.039411 0.037334 0.039665 0.039151 0.040569 
0.039429 0.037463 0.039693 0.039160 0.040575 
0.039517 0.037914 0.039715 0.039173 0.040611 
0.039564 0.038358 0.039735 0.039180 0.040633 
0.039638 0.038505 0.039744 0.039188 0.040637 
0.040342 0.040138 0.039868 0.039192 0.040673 
0.040538 0.041404 0.039916 0.039227 0.040732 
0.040901 0.041460 0.039925 0.039234 0.040749 
0.041151 0.041470 0.039942 0.039236 0.040775 
0.041505 0.041474 0.039964 0.039241 0.040799 
0.041544 0.041488 0.039989 0.039279 0.040818 
0.041644 0.041511 0.040021 0.039288 0.040822 
0.041648 0.041518 0.040082 0.039299 0.040882 
0.041767 0.041520 0.040086 0.039335 0.040895 
0.041797 0.041656 0.040144 0.039335 0.041060 
0.041798 0.041661 0.040171 0.039402 0.041082 
0.041853 0.044311 0.040243 0.039410 0.041147 
0.041985 0.044325 0.040248 0.039420 0.041194 
0.042113 0.044354 0.040301 0.039422 0.041229 
0.042115 0.044374 0.040332 0.039468 0.041604 
0.042256 0.044411 0.040355 0.039513 0.042460 
0.042295 0.044418 0.040358 0.041247 0.042485 
0.043194 0.044474 0.040475 0.041689 0.042919 
0.046208 0.044492 0.040576 0.042309 0.044882 
0.046812 0.044517 0.041462 0.042467 0.045489 
0.046921 0.044532 0.045507 0.042829 0.045636 
0.048959 0.044546 0.045819 0.043298 0.047409 
0.050273 0.044959 0.046250 0.045108 0.047604 
0.058466 0.047979 0.049409 0.045527 0.051306 

