std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.179535 0.176795 0.177307 0.178040 0.180076 
0.180542 0.176862 0.177861 0.178049 0.180479 
0.181902 0.176962 0.177891 0.178064 0.180491 
0.182026 0.177152 0.177903 0.178126 0.180507 
0.182187 0.177201 0.177954 0.178157 0.180559 
0.182336 0.177203 0.177962 0.178194 0.180569 
0.182419 0.177215 0.177973 0.178262 0.180580 
0.182431 0.177280 0.177976 0.178351 0.180588 
0.182442 0.177288 0.178001 0.178372 0.180605 
0.182444 0.177309 0.178020 0.178376 0.180658 
0.182458 0.177352 0.178067 0.178383 0.180684 
0.182571 0.177357 0.178072 0.178385 0.180772 
0.182580 0.177376 0.178078 0.178399 0.180805 
0.182590 0.177386 0.178100 0.178405 0.180870 
0.182606 0.177447 0.178160 0.178472 0.180917 
0.182618 0.177525 0.178174 0.178472 0.180937 
0.182670 0.177604 0.178216 0.178511 0.180949 
0.182677 0.177610 0.178258 0.178515 0.180976 
0.182740 0.177705 0.178269 0.178516 0.181000 
0.182789 0.177730 0.178270 0.178529 0.181000 
0.182850 0.177774 0.178291 0.178552 0.181099 
0.182866 0.177790 0.178293 0.178557 0.181108 
0.182866 0.177791 0.178301 0.178585 0.181125 
0.182879 0.177932 0.178311 0.178650 0.181125 
0.182934 0.178013 0.178320 0.178695 0.181130 
0.182943 0.178014 0.178343 0.178700 0.181190 
0.182951 0.178052 0.178364 0.178716 0.181200 
0.182963 0.178154 0.178365 0.178722 0.181210 
0.182974 0.178223 0.178406 0.178723 0.181294 
0.182986 0.178281 0.178439 0.178751 0.181295 
0.182989 0.178360 0.178442 0.178755 0.181296 
0.182989 0.178360 0.178450 0.178776 0.181314 
0.183015 0.178361 0.178476 0.178786 0.181335 
0.183037 0.178390 0.178551 0.178816 0.181388 
0.183050 0.178437 0.178608 0.178819 0.181431 
0.183080 0.178543 0.178617 0.178919 0.181445 
0.183145 0.178547 0.178653 0.178935 0.181483 
0.183201 0.178562 0.178749 0.178958 0.181578 
0.183212 0.178566 0.178766 0.178961 0.181661 
0.183226 0.178668 0.178783 0.179006 0.181673 
0.183277 0.178717 0.178801 0.179080 0.181677 
0.183383 0.178743 0.178834 0.179083 0.181692 
0.183420 0.178853 0.178854 0.179134 0.181705 
0.183423 0.178865 0.178870 0.179155 0.181720 
0.183499 0.178880 0.178876 0.179213 0.181734 
0.183525 0.178991 0.178928 0.179220 0.181764 
0.183580 0.179025 0.178931 0.179231 0.181836 
0.183628 0.179171 0.178976 0.179287 0.181864 
0.183636 0.179179 0.179042 0.179394 0.181893 
0.183644 0.179187 0.179087 0.179423 0.181894 
0.183684 0.179415 0.179094 0.179514 0.182048 
0.183727 0.179468 0.179192 0.179562 0.182056 
0.183747 0.179488 0.179202 0.179632 0.182070 
0.183752 0.179494 0.179225 0.179700 0.182123 
0.183833 0.179565 0.179331 0.179785 0.182148 
0.183834 0.179609 0.179332 0.179808 0.182181 
0.183895 0.179788 0.179515 0.179816 0.182484 
0.183950 0.180129 0.179574 0.179853 0.182565 
0.183952 0.180215 0.179653 0.179866 0.182772 
0.184017 0.180558 0.179831 0.180118 0.182802 
0.184095 0.180635 0.179887 0.180159 0.182821 
0.184104 0.180636 0.179911 0.180501 0.182828 
0.184119 0.180854 0.179957 0.180574 0.183115 
0.184122 0.181221 0.179981 0.180923 0.183170 
0.184135 0.181358 0.180063 0.181298 0.183181 
0.184171 0.181551 0.180872 0.181321 0.183714 
0.184177 0.181634 0.180979 0.181404 0.183747 
0.184201 0.181766 0.180992 0.181513 0.183779 
0.184203 0.182080 0.181021 0.181562 0.183902 
0.184252 0.182433 0.181132 0.181742 0.183921 
0.184253 0.182452 0.181589 0.181880 0.183971 
0.184263 0.182606 0.181741 0.181939 0.183973 
0.184267 0.182606 0.181765 0.182016 0.184483 
0.184307 0.182730 0.181937 0.182037 0.184512 
0.184310 0.182751 0.181949 0.182047 0.184910 
0.184335 0.182800 0.182011 0.182094 0.184960 
0.184351 0.183125 0.182077 0.182117 0.185023 
0.184374 0.183321 0.182109 0.182232 0.185047 
0.184396 0.183490 0.182130 0.182261 0.185316 
0.184442 0.183561 0.182155 0.182386 0.185346 
0.184467 0.183657 0.182219 0.182430 0.185383 
0.184564 0.183670 0.182253 0.182734 0.185463 
0.184600 0.183793 0.182701 0.182789 0.185546 
0.184607 0.183877 0.182713 0.182887 0.186122 
0.184638 0.184087 0.182980 0.183321 0.186184 
0.184690 0.184097 0.183022 0.183344 0.186225 
0.184702 0.184101 0.183042 0.183573 0.186231 
0.184706 0.184183 0.183077 0.183734 0.186412 
0.184712 0.184191 0.183151 0.183769 0.186549 
0.184847 0.184332 0.183587 0.183783 0.186606 
0.184862 0.184381 0.183658 0.183963 0.186786 
0.184923 0.184391 0.184099 0.184028 0.186831 
0.185050 0.184489 0.184169 0.184267 0.186957 
0.185102 0.184535 0.184415 0.184275 0.187102 
0.185272 0.184589 0.184942 0.185088 0.187307 
0.186082 0.184651 0.185037 0.185428 0.187436 
0.186159 0.184894 0.185216 0.185449 0.187786 
0.187036 0.185074 0.185480 0.185540 0.187878 
0.187397 0.185374 0.185752 0.185677 0.188408 
0.203533 0.186135 0.185945 0.185803 0.189131 

