std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.000140 0.000130 0.000128 0.000131 0.000132 
0.000141 0.000131 0.000130 0.000132 0.000132 
0.000146 0.000132 0.000132 0.000132 0.000134 
0.000147 0.000132 0.000134 0.000132 0.000135 
0.000147 0.000134 0.000134 0.000134 0.000135 
0.000147 0.000134 0.000134 0.000134 0.000135 
0.000147 0.000135 0.000135 0.000134 0.000136 
0.000147 0.000135 0.000135 0.000134 0.000137 
0.000148 0.000135 0.000135 0.000134 0.000138 
0.000149 0.000135 0.000135 0.000135 0.000138 
0.000149 0.000135 0.000135 0.000135 0.000138 
0.000149 0.000135 0.000135 0.000135 0.000138 
0.000149 0.000136 0.000136 0.000136 0.000138 
0.000150 0.000137 0.000136 0.000136 0.000138 
0.000150 0.000137 0.000136 0.000136 0.000139 
0.000150 0.000137 0.000136 0.000136 0.000140 
0.000150 0.000137 0.000137 0.000136 0.000140 
0.000151 0.000137 0.000137 0.000136 0.000140 
0.000151 0.000138 0.000137 0.000137 0.000140 
0.000151 0.000138 0.000137 0.000137 0.000140 
0.000151 0.000138 0.000138 0.000137 0.000140 
0.000151 0.000138 0.000138 0.000138 0.000141 
0.000152 0.000138 0.000138 0.000138 0.000141 
0.000152 0.000139 0.000138 0.000138 0.000141 
0.000152 0.000139 0.000138 0.000138 0.000141 
0.000153 0.000139 0.000138 0.000138 0.000142 
0.000153 0.000139 0.000138 0.000138 0.000142 
0.000153 0.000139 0.000138 0.000138 0.000142 
0.000154 0.000140 0.000138 0.000139 0.000142 
0.000155 0.000140 0.000138 0.000139 0.000142 
0.000155 0.000140 0.000139 0.000139 0.000142 
0.000156 0.000140 0.000139 0.000139 0.000142 
0.000156 0.000140 0.000139 0.000139 0.000143 
0.000157 0.000141 0.000139 0.000139 0.000143 
0.000157 0.000141 0.000140 0.000139 0.000143 
0.000158 0.000141 0.000140 0.000140 0.000143 
0.000161 0.000142 0.000140 0.000140 0.000143 
0.000200 0.000142 0.000140 0.000140 0.000143 
0.000212 0.000142 0.000141 0.000140 0.000143 
0.000213 0.000142 0.000141 0.000140 0.000143 
0.000214 0.000142 0.000141 0.000140 0.000143 
0.000215 0.000143 0.000141 0.000140 0.000143 
0.000216 0.000143 0.000141 0.000140 0.000144 
0.000217 0.000143 0.000141 0.000140 0.000144 
0.000217 0.000143 0.000142 0.000141 0.000145 
0.000218 0.000144 0.000142 0.000141 0.000145 
0.000219 0.000144 0.000142 0.000141 0.000145 
0.000219 0.000144 0.000142 0.000141 0.000145 
0.000219 0.000144 0.000142 0.000141 0.000145 
0.000220 0.000145 0.000142 0.000142 0.000145 
0.000220 0.000145 0.000142 0.000142 0.000146 
0.000221 0.000145 0.000142 0.000142 0.000146 
0.000221 0.000145 0.000143 0.000142 0.000147 
0.000222 0.000145 0.000144 0.000142 0.000147 
0.000223 0.000145 0.000144 0.000142 0.000148 
0.000223 0.000145 0.000144 0.000142 0.000148 
0.000224 0.000145 0.000144 0.000142 0.000149 
0.000224 0.000146 0.000144 0.000143 0.000149 
0.000224 0.000146 0.000144 0.000143 0.000149 
0.000224 0.000146 0.000145 0.000143 0.000149 
0.000224 0.000146 0.000145 0.000144 0.000150 
0.000225 0.000146 0.000145 0.000144 0.000150 
0.000226 0.000146 0.000146 0.000144 0.000150 
0.000226 0.000146 0.000146 0.000144 0.000150 
0.000227 0.000146 0.000147 0.000144 0.000150 
0.000228 0.000147 0.000147 0.000146 0.000150 
0.000228 0.000147 0.000148 0.000146 0.000150 
0.000228 0.000148 0.000149 0.000147 0.000150 
0.000229 0.000148 0.000149 0.000147 0.000150 
0.000231 0.000148 0.000149 0.000148 0.000150 
0.000231 0.000149 0.000150 0.000148 0.000151 
0.000232 0.000149 0.000151 0.000148 0.000151 
0.000232 0.000149 0.000152 0.000148 0.000151 
0.000233 0.000149 0.000153 0.000148 0.000152 
0.000234 0.000149 0.000153 0.000149 0.000152 
0.000236 0.000149 0.000154 0.000150 0.000152 
0.000238 0.000149 0.000155 0.000150 0.000153 
0.000240 0.000152 0.000157 0.000152 0.000153 
0.000246 0.000153 0.000157 0.000153 0.000153 
0.000268 0.000153 0.000158 0.000153 0.000153 
0.000344 0.000154 0.000159 0.000154 0.000154 
0.000347 0.000154 0.000160 0.000154 0.000155 
0.000347 0.000156 0.000160 0.000157 0.000155 
0.000351 0.000157 0.000160 0.000158 0.000156 
0.000353 0.000157 0.000164 0.000160 0.000157 
0.000361 0.000158 0.000166 0.000160 0.000157 
0.000363 0.000160 0.000166 0.000162 0.000157 
0.000364 0.000161 0.000170 0.000165 0.000157 
0.000365 0.000161 0.000170 0.000174 0.000158 
0.000369 0.000162 0.000177 0.000175 0.000160 
0.000371 0.000166 0.000178 0.000176 0.000164 
0.000389 0.000167 0.000205 0.000199 0.000164 
0.000394 0.000175 0.000213 0.000208 0.000168 
0.000429 0.000187 0.000217 0.000213 0.000169 
0.000431 0.000193 0.000232 0.000218 0.000171 
0.000477 0.000214 0.000246 0.000267 0.000200 
0.000546 0.000242 0.000346 0.000342 0.000224 
0.000673 0.000288 0.000965 0.000357 0.000258 
0.000824 0.000367 0.000972 0.000390 0.000337 
0.000944 0.000552 0.001733 0.000820 0.000535 

