std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.000075 0.000063 0.000064 0.000042 0.000048 
0.000076 0.000063 0.000064 0.000042 0.000049 
0.000076 0.000063 0.000064 0.000042 0.000049 
0.000076 0.000064 0.000064 0.000042 0.000049 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000064 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000050 
0.000076 0.000064 0.000065 0.000042 0.000051 
0.000076 0.000064 0.000065 0.000042 0.000051 
0.000076 0.000064 0.000065 0.000042 0.000051 
0.000076 0.000068 0.000065 0.000042 0.000051 
0.000076 0.000069 0.000065 0.000042 0.000051 
0.000076 0.000098 0.000065 0.000042 0.000051 
0.000076 0.000098 0.000065 0.000042 0.000051 
0.000076 0.000098 0.000065 0.000042 0.000051 
0.000076 0.000098 0.000065 0.000042 0.000051 
0.000076 0.000098 0.000065 0.000042 0.000051 
0.000076 0.000098 0.000065 0.000042 0.000051 
0.000076 0.000098 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000076 0.000099 0.000065 0.000042 0.000051 
0.000077 0.000099 0.000065 0.000042 0.000051 
0.000077 0.000099 0.000065 0.000042 0.000051 
0.000077 0.000099 0.000065 0.000042 0.000051 
0.000077 0.000099 0.000065 0.000042 0.000051 
0.000078 0.000099 0.000065 0.000042 0.000051 
0.000078 0.000099 0.000065 0.000042 0.000051 
0.000078 0.000099 0.000065 0.000042 0.000051 
0.000078 0.000099 0.000065 0.000042 0.000051 
0.000079 0.000099 0.000065 0.000042 0.000051 
0.000079 0.000099 0.000065 0.000042 0.000051 
0.000079 0.000099 0.000065 0.000042 0.000051 
0.000079 0.000099 0.000065 0.000043 0.000051 
0.000079 0.000099 0.000065 0.000043 0.000051 
0.000079 0.000099 0.000065 0.000043 0.000051 
0.000079 0.000099 0.000065 0.000043 0.000051 
0.000080 0.000099 0.000065 0.000043 0.000051 
0.000080 0.000099 0.000065 0.000043 0.000051 
0.000082 0.000099 0.000065 0.000043 0.000051 
0.000084 0.000099 0.000065 0.000043 0.000051 
0.000087 0.000099 0.000065 0.000043 0.000051 
0.000091 0.000099 0.000065 0.000043 0.000051 
0.000101 0.000100 0.000065 0.000043 0.000051 
0.000101 0.000100 0.000065 0.000043 0.000051 
0.000101 0.000100 0.000065 0.000043 0.000051 
0.000101 0.000100 0.000065 0.000043 0.000051 
0.000101 0.000100 0.000065 0.000043 0.000051 
0.000101 0.000100 0.000065 0.000043 0.000051 
0.000101 0.000100 0.000065 0.000043 0.000051 
0.000101 0.000100 0.000065 0.000043 0.000051 
0.000101 0.000100 0.000065 0.000043 0.000052 
0.000101 0.000100 0.000065 0.000046 0.000052 
0.000101 0.000100 0.000065 0.000047 0.000052 
0.000101 0.000100 0.000065 0.000050 0.000052 
0.000101 0.000100 0.000065 0.000063 0.000052 
0.000101 0.000100 0.000065 0.000063 0.000052 
0.000101 0.000100 0.000065 0.000063 0.000052 
0.000102 0.000100 0.000065 0.000063 0.000052 
0.000102 0.000100 0.000065 0.000063 0.000052 
0.000102 0.000101 0.000065 0.000063 0.000052 
0.000102 0.000101 0.000065 0.000063 0.000052 
0.000102 0.000102 0.000065 0.000063 0.000052 
0.000102 0.000102 0.000065 0.000063 0.000052 
0.000102 0.000109 0.000066 0.000063 0.000052 
0.000102 0.000109 0.000066 0.000063 0.000054 
0.000102 0.000116 0.000068 0.000063 0.000055 
0.000103 0.000117 0.000068 0.000063 0.000056 
0.000103 0.000126 0.000070 0.000065 0.000057 
0.000115 0.000677 0.000076 0.000070 0.000066 

