std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.088758 0.083140 0.082601 0.083999 0.090563 
0.088789 0.083200 0.082708 0.084062 0.090575 
0.088795 0.083203 0.082716 0.084073 0.090611 
0.088796 0.083264 0.082716 0.084086 0.090612 
0.088831 0.083271 0.082738 0.084089 0.090637 
0.088856 0.083272 0.082747 0.084104 0.090659 
0.088862 0.083274 0.082755 0.084113 0.090660 
0.088862 0.083314 0.082773 0.084115 0.090674 
0.088875 0.083319 0.082777 0.084132 0.090686 
0.088880 0.083321 0.082798 0.084153 0.090694 
0.088882 0.083338 0.082807 0.084193 0.090698 
0.088890 0.083360 0.082809 0.084216 0.090708 
0.088930 0.083366 0.082809 0.084225 0.090710 
0.088950 0.083369 0.082836 0.084231 0.090730 
0.088954 0.083373 0.082848 0.084238 0.090737 
0.088973 0.083376 0.082855 0.084243 0.090750 
0.088977 0.083382 0.082861 0.084248 0.090758 
0.088991 0.083385 0.082870 0.084250 0.090765 
0.088998 0.083389 0.082873 0.084262 0.090773 
0.089008 0.083393 0.082882 0.084275 0.090776 
0.089034 0.083399 0.082893 0.084291 0.090787 
0.089066 0.083406 0.082896 0.084298 0.090799 
0.089073 0.083418 0.082899 0.084300 0.090803 
0.089079 0.083419 0.082901 0.084303 0.090809 
0.089081 0.083424 0.082913 0.084328 0.090809 
0.089089 0.083449 0.082921 0.084330 0.090817 
0.089089 0.083452 0.082934 0.084339 0.090828 
0.089112 0.083455 0.082938 0.084340 0.090829 
0.089114 0.083458 0.082969 0.084340 0.090852 
0.089115 0.083460 0.082972 0.084346 0.090864 
0.089119 0.083466 0.082985 0.084347 0.090868 
0.089137 0.083467 0.082985 0.084349 0.090870 
0.089146 0.083470 0.083039 0.084350 0.090875 
0.089166 0.083472 0.083047 0.084352 0.090882 
0.089168 0.083472 0.083047 0.084360 0.090886 
0.089168 0.083474 0.083066 0.084370 0.090912 
0.089175 0.083474 0.083067 0.084374 0.090912 
0.089179 0.083478 0.083085 0.084379 0.090925 
0.089186 0.083484 0.083086 0.084380 0.090928 
0.089191 0.083493 0.083109 0.084381 0.090932 
0.089192 0.083493 0.083115 0.084417 0.090949 
0.089208 0.083493 0.083133 0.084424 0.090956 
0.089212 0.083494 0.083134 0.084428 0.090972 
0.089224 0.083500 0.083154 0.084436 0.090978 
0.089225 0.083504 0.083165 0.084453 0.090979 
0.089232 0.083523 0.083186 0.084464 0.090991 
0.089239 0.083524 0.083191 0.084472 0.090996 
0.089240 0.083527 0.083212 0.084487 0.090999 
0.089247 0.083546 0.083242 0.084492 0.091000 
0.089257 0.083562 0.083243 0.084494 0.091014 
0.089261 0.083567 0.083255 0.084497 0.091017 
0.089270 0.083569 0.083257 0.084497 0.091022 
0.089273 0.083569 0.083279 0.084508 0.091052 
0.089310 0.083571 0.083338 0.084522 0.091059 
0.089311 0.083578 0.083381 0.084532 0.091066 
0.089312 0.083591 0.083387 0.084539 0.091068 
0.089326 0.083595 0.083402 0.084556 0.091073 
0.089332 0.083597 0.083404 0.084558 0.091074 
0.089336 0.083601 0.083433 0.084562 0.091077 
0.089351 0.083601 0.083445 0.084562 0.091094 
0.089354 0.083603 0.083464 0.084568 0.091094 
0.089367 0.083609 0.083482 0.084580 0.091107 
0.089404 0.083609 0.083508 0.084604 0.091115 
0.089408 0.083613 0.083541 0.084619 0.091116 
0.089414 0.083624 0.083553 0.084638 0.091122 
0.089419 0.083633 0.083582 0.084643 0.091138 
0.089446 0.083638 0.083647 0.084655 0.091143 
0.089474 0.083644 0.083695 0.084656 0.091154 
0.089474 0.083719 0.083892 0.084658 0.091177 
0.089490 0.083725 0.083936 0.084665 0.091183 
0.089498 0.083734 0.083960 0.084669 0.091195 
0.089505 0.083752 0.084007 0.084679 0.091197 
0.089516 0.083768 0.084086 0.084710 0.091215 
0.089526 0.083779 0.084087 0.084714 0.091243 
0.089533 0.083801 0.084110 0.084727 0.091258 
0.089533 0.083807 0.084383 0.084731 0.091263 
0.089564 0.083817 0.084447 0.084769 0.091312 
0.089603 0.083821 0.084590 0.084782 0.091313 
0.089605 0.083831 0.084701 0.084821 0.091321 
0.089630 0.083837 0.084890 0.084832 0.091328 
0.089633 0.083842 0.084950 0.084833 0.091366 
0.089657 0.083851 0.085015 0.084840 0.091390 
0.089678 0.083861 0.085100 0.084857 0.091430 
0.089723 0.083871 0.085109 0.084869 0.091432 
0.089837 0.083895 0.085299 0.084871 0.091445 
0.089847 0.083901 0.085306 0.084888 0.091461 
0.089881 0.083917 0.085415 0.084914 0.091496 
0.089909 0.083922 0.085570 0.084923 0.091606 
0.089912 0.083932 0.085882 0.084954 0.091656 
0.089921 0.083946 0.085900 0.084989 0.091704 
0.089981 0.083977 0.086344 0.085106 0.091854 
0.090010 0.083995 0.086429 0.085210 0.091865 
0.090389 0.084045 0.086676 0.085308 0.092078 
0.090533 0.084084 0.088070 0.085546 0.092161 
0.090796 0.084202 0.088524 0.085926 0.092431 
0.090950 0.084216 0.088558 0.086342 0.094526 
0.091037 0.084240 0.089071 0.087707 0.094722 
0.091721 0.084280 0.089770 0.088575 0.096206 
0.092174 0.084302 0.093253 0.102297 0.101712 
0.125610 0.089445 0.111477 0.108440 0.112306 

