std indirection indirection+rec indirection+resize-once indirection+resize-once+spill 
0.094059 0.088631 0.087971 0.089147 0.094464 
0.094160 0.088658 0.087995 0.089218 0.094637 
0.094243 0.088700 0.088054 0.089316 0.094648 
0.094254 0.088726 0.088170 0.089426 0.094654 
0.094272 0.088733 0.088198 0.089443 0.094706 
0.094281 0.088791 0.088218 0.089473 0.094739 
0.094285 0.088822 0.088232 0.089475 0.094756 
0.094325 0.088841 0.088278 0.089522 0.094769 
0.094332 0.088842 0.088288 0.089531 0.094770 
0.094341 0.088853 0.088302 0.089539 0.094776 
0.094402 0.088878 0.088315 0.089568 0.094811 
0.094407 0.088889 0.088325 0.089582 0.094825 
0.094425 0.088907 0.088330 0.089584 0.094827 
0.094440 0.088909 0.088339 0.089597 0.094875 
0.094444 0.088909 0.088347 0.089601 0.094891 
0.094454 0.088928 0.088347 0.089622 0.094948 
0.094455 0.088950 0.088374 0.089631 0.094952 
0.094459 0.088953 0.088396 0.089639 0.094967 
0.094477 0.088954 0.088403 0.089654 0.094967 
0.094502 0.088962 0.088406 0.089656 0.094968 
0.094507 0.088984 0.088407 0.089656 0.094977 
0.094536 0.088995 0.088429 0.089661 0.094978 
0.094553 0.089000 0.088443 0.089663 0.094984 
0.094558 0.089005 0.088443 0.089681 0.094988 
0.094585 0.089016 0.088453 0.089685 0.094992 
0.094591 0.089019 0.088466 0.089694 0.095000 
0.094603 0.089034 0.088467 0.089700 0.095009 
0.094627 0.089039 0.088469 0.089716 0.095021 
0.094631 0.089042 0.088470 0.089737 0.095027 
0.094638 0.089043 0.088479 0.089759 0.095041 
0.094651 0.089046 0.088500 0.089768 0.095069 
0.094651 0.089047 0.088537 0.089800 0.095076 
0.094662 0.089056 0.088538 0.089805 0.095098 
0.094663 0.089058 0.088564 0.089806 0.095146 
0.094665 0.089072 0.088575 0.089815 0.095164 
0.094665 0.089102 0.088581 0.089829 0.095166 
0.094669 0.089107 0.088595 0.089837 0.095172 
0.094670 0.089124 0.088596 0.089857 0.095172 
0.094676 0.089126 0.088600 0.089870 0.095180 
0.094688 0.089133 0.088605 0.089871 0.095203 
0.094695 0.089139 0.088611 0.089871 0.095204 
0.094696 0.089147 0.088616 0.089875 0.095236 
0.094700 0.089148 0.088628 0.089880 0.095250 
0.094716 0.089154 0.088640 0.089882 0.095261 
0.094717 0.089157 0.088643 0.089901 0.095262 
0.094729 0.089160 0.088655 0.089916 0.095270 
0.094730 0.089164 0.088718 0.089942 0.095283 
0.094732 0.089169 0.088811 0.089944 0.095284 
0.094733 0.089172 0.088818 0.089944 0.095294 
0.094739 0.089195 0.088824 0.089998 0.095295 
0.094743 0.089223 0.088833 0.090038 0.095298 
0.094747 0.089232 0.088835 0.090053 0.095299 
0.094760 0.089235 0.088908 0.090063 0.095302 
0.094774 0.089239 0.088938 0.090068 0.095308 
0.094791 0.089243 0.088943 0.090077 0.095332 
0.094799 0.089263 0.088979 0.090078 0.095360 
0.094824 0.089265 0.089039 0.090087 0.095360 
0.094843 0.089266 0.089045 0.090095 0.095369 
0.094846 0.089269 0.089187 0.090109 0.095385 
0.094853 0.089272 0.089236 0.090113 0.095433 
0.094862 0.089281 0.089260 0.090117 0.095439 
0.094869 0.089311 0.089279 0.090131 0.095444 
0.094886 0.089313 0.089325 0.090153 0.095467 
0.094893 0.089323 0.089401 0.090154 0.095470 
0.094916 0.089330 0.089405 0.090172 0.095479 
0.094926 0.089333 0.089606 0.090187 0.095488 
0.094986 0.089343 0.089640 0.090210 0.095504 
0.095030 0.089357 0.089753 0.090211 0.095529 
0.095040 0.089399 0.089804 0.090222 0.095539 
0.095064 0.089399 0.089805 0.090230 0.095542 
0.095067 0.089414 0.089817 0.090231 0.095554 
0.095069 0.089418 0.089890 0.090290 0.095588 
0.095088 0.089418 0.089964 0.090298 0.095593 
0.095108 0.089430 0.090239 0.090303 0.095626 
0.095124 0.089445 0.090279 0.090367 0.095631 
0.095126 0.089456 0.090377 0.090384 0.095642 
0.095130 0.089459 0.090492 0.090394 0.095651 
0.095140 0.089464 0.090543 0.090415 0.095653 
0.095161 0.089478 0.090656 0.090423 0.095662 
0.095167 0.089489 0.090818 0.090437 0.095666 
0.095188 0.089541 0.091025 0.090450 0.095679 
0.095204 0.089544 0.091057 0.090465 0.095710 
0.095209 0.089555 0.091462 0.090467 0.095748 
0.095210 0.089591 0.091499 0.090481 0.095762 
0.095261 0.089602 0.091552 0.090510 0.095773 
0.095277 0.089620 0.091614 0.090589 0.095785 
0.095329 0.089648 0.091731 0.090616 0.095792 
0.095465 0.089803 0.092230 0.090675 0.095809 
0.095479 0.089871 0.092246 0.090697 0.095850 
0.095567 0.089878 0.092649 0.090714 0.095896 
0.095602 0.089886 0.092891 0.090960 0.095950 
0.096129 0.089900 0.092971 0.090980 0.095975 
0.096794 0.090046 0.093896 0.091007 0.096081 
0.097121 0.090053 0.094049 0.091026 0.096258 
0.097257 0.090130 0.094170 0.091036 0.096675 
0.097479 0.090202 0.094288 0.091164 0.096844 
0.097663 0.090242 0.095288 0.091402 0.097523 
0.098291 0.090242 0.096220 0.091472 0.097581 
0.098328 0.090551 0.096399 0.094261 0.097991 
0.117256 0.093556 0.097684 0.094933 0.099673 

