#std std_nospill safe safe_nospill data simplified 
0.885880 0.795097 1.130407 1.074713 0.822126 0.831636 
0.885922 0.795138 1.130752 1.076180 0.822287 0.831703 
0.885973 0.795152 1.130754 1.076296 0.822370 0.831737 
0.886002 0.795156 1.130832 1.076426 0.822379 0.831756 
0.886035 0.795184 1.131257 1.076612 0.822520 0.831795 
0.886118 0.795214 1.131271 1.076651 0.822599 0.831840 
0.886119 0.795240 1.131431 1.076779 0.822711 0.831853 
0.886144 0.795258 1.131435 1.076795 0.822727 0.831870 
0.886165 0.795262 1.131506 1.076796 0.823014 0.831875 
0.886171 0.795264 1.131521 1.076827 0.823028 0.831876 
0.886187 0.795295 1.131664 1.076872 0.823099 0.831877 
0.886211 0.795306 1.131798 1.076894 0.823107 0.831883 
0.886215 0.795325 1.131816 1.076895 0.823114 0.831903 
0.886217 0.795327 1.131828 1.076919 0.823120 0.831909 
0.886236 0.795341 1.131851 1.076923 0.823140 0.831927 
0.886241 0.795342 1.131904 1.076933 0.823151 0.831928 
0.886249 0.795343 1.131904 1.077007 0.823154 0.831950 
0.886289 0.795351 1.131946 1.077263 0.823185 0.831962 
0.886294 0.795358 1.132000 1.077341 0.823190 0.831975 
0.886298 0.795359 1.132100 1.077410 0.823235 0.831978 
0.886301 0.795373 1.132143 1.077487 0.823242 0.831996 
0.886304 0.795395 1.132147 1.077493 0.823249 0.831999 
0.886304 0.795403 1.132231 1.077499 0.823313 0.832003 
0.886304 0.795405 1.132295 1.077510 0.823322 0.832004 
0.886305 0.795406 1.132351 1.077511 0.823397 0.832024 
0.886313 0.795417 1.132354 1.077542 0.823399 0.832026 
0.886330 0.795421 1.132367 1.077572 0.823405 0.832035 
0.886331 0.795422 1.132408 1.077614 0.823441 0.832038 
0.886354 0.795432 1.132418 1.077622 0.823461 0.832040 
0.886360 0.795448 1.132434 1.077655 0.823491 0.832047 
0.886365 0.795452 1.132449 1.077721 0.823522 0.832050 
0.886366 0.795455 1.132452 1.077744 0.823554 0.832055 
0.886369 0.795459 1.132463 1.077788 0.823558 0.832056 
0.886371 0.795460 1.132516 1.077869 0.823661 0.832059 
0.886372 0.795462 1.132535 1.077872 0.823663 0.832094 
0.886375 0.795463 1.132566 1.077904 0.823668 0.832105 
0.886377 0.795480 1.132566 1.077906 0.823697 0.832108 
0.886377 0.795480 1.132582 1.077943 0.823722 0.832115 
0.886379 0.795480 1.132584 1.077946 0.823761 0.832119 
0.886380 0.795480 1.132586 1.077951 0.823762 0.832119 
0.886381 0.795485 1.132597 1.077995 0.823766 0.832120 
0.886382 0.795499 1.132599 1.078018 0.823810 0.832126 
0.886384 0.795506 1.132600 1.078063 0.823816 0.832130 
0.886385 0.795516 1.132612 1.078077 0.823817 0.832131 
0.886394 0.795526 1.132634 1.078079 0.823837 0.832133 
0.886402 0.795531 1.132656 1.078084 0.823853 0.832138 
0.886404 0.795540 1.132658 1.078109 0.823887 0.832157 
0.886405 0.795542 1.132710 1.078123 0.823894 0.832158 
0.886408 0.795543 1.132743 1.078130 0.823904 0.832165 
0.886410 0.795548 1.132762 1.078133 0.823914 0.832170 
0.886411 0.795550 1.132770 1.078134 0.823922 0.832171 
