#std std_nospill safe safe_nospill data simplified 
0.148339 0.140695 0.170768 0.171943 0.138403 0.141282 
0.148382 0.140929 0.171472 0.172808 0.138530 0.141335 
0.148413 0.140960 0.171782 0.172895 0.138579 0.141423 
0.148447 0.141288 0.171798 0.173373 0.138625 0.141427 
0.148467 0.141304 0.171992 0.173759 0.138629 0.141428 
0.148468 0.141306 0.172025 0.173892 0.138630 0.141435 
0.148474 0.141308 0.172083 0.173941 0.138638 0.141455 
0.148485 0.141325 0.172213 0.173955 0.138719 0.141464 
0.148559 0.141330 0.172415 0.173956 0.138724 0.141483 
0.148657 0.141336 0.172452 0.174090 0.138730 0.141533 
0.148683 0.141336 0.172467 0.174281 0.138736 0.141565 
0.148690 0.141350 0.172643 0.174291 0.138737 0.141578 
0.148698 0.141426 0.172691 0.174297 0.138740 0.141596 
0.148714 0.141455 0.172724 0.174320 0.138750 0.141608 
0.148720 0.141485 0.172872 0.174353 0.138768 0.141644 
0.148756 0.141497 0.172891 0.174413 0.138778 0.141649 
0.148757 0.141535 0.172934 0.174793 0.138786 0.141666 
0.148768 0.141550 0.172969 0.174832 0.138805 0.141669 
0.148781 0.141550 0.173077 0.174840 0.138827 0.141673 
0.148793 0.141556 0.173078 0.174874 0.138827 0.141693 
0.148842 0.141575 0.173085 0.174892 0.138842 0.141700 
0.148872 0.141598 0.173144 0.174937 0.138855 0.141703 
0.148912 0.141607 0.173184 0.174950 0.138867 0.141748 
0.148916 0.141614 0.173287 0.174951 0.138875 0.141749 
0.148917 0.141620 0.173346 0.175073 0.138896 0.141766 
0.148920 0.141636 0.173378 0.175091 0.138913 0.141817 
0.148922 0.141668 0.173387 0.175180 0.138921 0.141823 
0.148932 0.141672 0.173443 0.175239 0.138924 0.141826 
0.148947 0.141683 0.173494 0.175371 0.138938 0.141844 
0.148957 0.141691 0.173574 0.175374 0.138941 0.141856 
0.148977 0.141695 0.173677 0.175408 0.138968 0.141857 
0.148987 0.141732 0.173691 0.175495 0.138973 0.141859 
0.149003 0.141761 0.173741 0.175495 0.138979 0.141863 
0.149047 0.141780 0.173746 0.175503 0.138980 0.141878 
0.149058 0.141786 0.173833 0.175539 0.139004 0.141886 
0.149075 0.141793 0.173889 0.175629 0.139020 0.141891 
0.149101 0.141806 0.173897 0.175656 0.139024 0.141891 
0.149107 0.141809 0.173897 0.175695 0.139027 0.141902 
0.149115 0.141815 0.173919 0.175755 0.139050 0.141904 
0.149116 0.141817 0.173962 0.175783 0.139067 0.141925 
0.149120 0.141833 0.174051 0.175793 0.139084 0.141949 
0.149155 0.141838 0.174059 0.175803 0.139086 0.141971 
0.149155 0.141859 0.174105 0.175858 0.139093 0.141983 
0.149157 0.141862 0.174108 0.175869 0.139107 0.141990 
0.149163 0.141871 0.174137 0.175872 0.139114 0.141996 
0.149185 0.141947 0.174143 0.175988 0.139123 0.142023 
0.149203 0.141959 0.174153 0.176018 0.139124 0.142030 
0.149203 0.141971 0.174184 0.176040 0.139138 0.142034 
0.149215 0.141985 0.174207 0.176082 0.139141 0.142072 
0.149219 0.141990 0.174228 0.176086 0.139151 0.142078 
0.149219 0.141995 0.174335 0.176104 0.139155 0.142086 
0.149226 0.142028 0.174344 0.176277 0.139168 0.142087 
0.149236 0.142045 0.174395 0.176282 0.139174 0.142116 
0.149256 0.142103 0.174471 0.176353 0.139180 0.142163 
0.149259 0.142107 0.174546 0.176407 0.139188 0.142182 
0.149268 0.142113 0.174578 0.176493 0.139200 0.142186 
0.149302 0.142127 0.174599 0.176502 0.139282 0.142207 
0.149316 0.142131 0.174725 0.176522 0.139285 0.142211 
0.149344 0.142154 0.174731 0.176534 0.139326 0.142213 
0.149347 0.142186 0.174799 0.176556 0.139329 0.142215 
0.149364 0.142198 0.174805 0.176641 0.139381 0.142215 
0.149375 0.142198 0.174827 0.176747 0.139398 0.142258 
0.149381 0.142201 0.174863 0.176771 0.139412 0.142260 
0.149382 0.142212 0.174872 0.176787 0.139425 0.142261 
0.149409 0.142233 0.174956 0.176829 0.139427 0.142279 
0.149453 0.142253 0.174960 0.176934 0.139442 0.142287 
0.149496 0.142265 0.174964 0.177071 0.139515 0.142296 
0.149498 0.142288 0.174978 0.177071 0.139520 0.142332 
0.149560 0.142307 0.175055 0.177087 0.139556 0.142352 
0.149566 0.142320 0.175083 0.177141 0.139603 0.142358 
0.149622 0.142348 0.175133 0.177150 0.139604 0.142400 
0.149625 0.142348 0.175149 0.177379 0.139615 0.142402 
0.149628 0.142361 0.175179 0.177420 0.139620 0.142428 
0.149647 0.142428 0.175254 0.177422 0.139625 0.142466 
0.149656 0.142446 0.175338 0.177516 0.139672 0.142475 
0.149702 0.142446 0.175382 0.177526 0.139725 0.142479 
0.149732 0.142504 0.175419 0.177548 0.139727 0.142530 
0.149734 0.142515 0.175495 0.177551 0.139730 0.142536 
0.149737 0.142515 0.175521 0.177588 0.139772 0.142577 
0.149778 0.142564 0.175643 0.177590 0.139799 0.142591 
0.149799 0.142594 0.175672 0.177783 0.139849 0.142609 
0.149857 0.142601 0.175695 0.177791 0.139980 0.142633 
0.149890 0.142636 0.175719 0.177801 0.139992 0.142655 
0.149952 0.142637 0.175747 0.177833 0.139998 0.142656 
0.149966 0.142768 0.175780 0.177925 0.140042 0.142680 
0.149988 0.142775 0.175842 0.177997 0.140062 0.142680 
0.149998 0.142832 0.175853 0.178043 0.140065 0.142744 
0.150036 0.142838 0.175907 0.178224 0.140102 0.142747 
0.150057 0.142868 0.176073 0.178306 0.140125 0.142788 
0.150169 0.142881 0.176123 0.178350 0.140135 0.142813 
0.150210 0.142889 0.176414 0.178362 0.140196 0.142871 
0.150244 0.143213 0.176509 0.178665 0.140210 0.142911 
0.150298 0.143233 0.176541 0.178728 0.140781 0.142923 
